Эффективность относительно других 0;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
Эффективность относительно других 30;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;542;9
2;0,2;SearchWidthPlus;468;8
3;0,3;SearchDepth;418;5
4;0,4;SearchDepthPlus;410;6
Эффективность относительно других 31;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;543;8
2;0,2;SearchWidthPlus;469;7
3;0,3;SearchDepth;437;5
4;0,4;SearchDepthPlus;420;5
Эффективность относительно других 32;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;544;7
2;0,2;SearchWidthPlus;470;6
3;0,3;SearchDepth;449;4
4;0,4;SearchDepthPlus;431;5
Эффективность относительно других 33;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;545;6
2;0,2;SearchWidthPlus;471;5
3;0,3;SearchDepth;457;2
4;0,4;SearchDepthPlus;438;4
Эффективность относительно других 34;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,125;SearchWidth;546;5
2;0,25;SearchDepth;472;2
2;0,25;SearchWidthPlus;472;4
3;0,375;SearchDepthPlus;450;4
Эффективность относительно других 35;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;547;4
2;0,2;SearchDepth;477;2
3;0,3;SearchWidthPlus;473;3
4;0,4;SearchDepthPlus;470;4
Эффективность относительно других 36;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;548;3
2;0,2;SearchWidthPlus;533;4
3;0,3;SearchDepth;502;5
4;0,4;SearchDepthPlus;496;4
Эффективность относительно других 37;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;549;2
2;0,2;SearchWidthPlus;534;3
3;0,3;SearchDepth;519;2
4;0,4;SearchDepthPlus;507;3
Эффективность относительно других 38;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;550;1
2;0,2;SearchWidthPlus;535;2
3;0,3;SearchDepth;528;3
4;0,4;SearchDepthPlus;516;4
Эффективность относительно других 39;Нормализованная эффективность;Имя алгоритма;Номер состояния (результата);Количество отрытых вершин (ожидающих прохода);
1;0,1;SearchWidth;551;0
2;0,2;SearchDepth;549;1
3;0,3;SearchWidthPlus;536;1
4;0,4;SearchDepthPlus;530;3




Номер результата;Лучшие алгоритмы;
0;SearchDepth;
1;SearchDepth, SearchDepthPlus;
2;SearchDepth, SearchDepthPlus;
3;SearchDepth, SearchDepthPlus;
4;SearchDepth, SearchDepthPlus;
5;SearchDepth;
6;SearchDepth;
7;SearchDepth, SearchDepthPlus;
8;SearchDepthPlus;
9;SearchDepthPlus;
10;SearchDepthPlus;
11;SearchDepth, SearchDepthPlus;
12;SearchDepth, SearchDepthPlus;
13;SearchDepthPlus;
14;SearchDepth;
15;SearchDepth;
16;SearchDepth;
17;SearchDepth;
18;SearchDepth;
19;SearchDepthPlus;
20;SearchDepth;
21;SearchDepthPlus;
22;SearchDepthPlus;
23;SearchDepth;
24;SearchDepth;
25;SearchDepth;
26;SearchDepth;
27;SearchDepthPlus;
28;SearchDepthPlus;
29;SearchDepth;
30;SearchDepthPlus;
31;SearchDepthPlus;
32;SearchDepthPlus;
33;SearchDepthPlus;
34;SearchDepthPlus;
35;SearchDepthPlus;
36;SearchDepthPlus;
37;SearchDepthPlus;
38;SearchDepthPlus;
39;SearchDepthPlus;




Рейтинг;Нормализованный рейтинг;Алгоритм;
1;0,102569444444444;SearchWidth
2,05;0,210138888888889;SearchWidthPlus
3,275;0,334583333333334;SearchDepth
3,45;0,352708333333334;SearchDepthPlus
